t[s],Relative error in y,vy[m/s],x[m],ay[m/s]
0.35200000000000026,0.00018192793412359623,-3.434951861223721,0.0,-9.662013544960677
0.35300000000000026,0.00018250138311858965,-3.444613874768682,0.0,-9.661199281858451
0.35400000000000026,0.00018307535467710324,-3.4542750740505404,0.0,-9.660382800481715
0.35500000000000026,0.00018364985090455426,-3.463935456851022,0.0,-9.659564101596937
0.35600000000000026,0.0001842248739073457,-3.473595020952619,0.0,-9.658743185972561
0.35700000000000026,0.00018480042579952047,-3.483253764138592,0.0,-9.657920054379025
0.35800000000000026,0.00018537650870222765,-3.492911684192971,0.0,-9.657094707588746
0.35900000000000026,0.00018595312474186008,-3.5025687789005597,0.0,-9.65626714637612
0.36000000000000026,0.00018653027605615514,-3.512225046046936,0.0,-9.655437371517527
0.36100000000000027,0.00018710796478019432,-3.5218804834184536,0.0,-9.654605383791322
0.36200000000000027,0.00018768619306293476,-3.531535088802245,0.0,-9.653771183977842
0.36300000000000027,0.00018826496305396294,-3.5411888599862227,0.0,-9.65293477285939
0.36400000000000027,0.0001888442769171953,-3.5508417947590822,0.0,-9.652096151220253
0.36500000000000027,0.000189424136817053,-3.5604938909103026,0.0,-9.651255319846682
0.36600000000000027,0.00019000454492247627,-3.5701451462301494,0.0,-9.650412279526904
0.36700000000000027,0.0001905855034172254,-3.5797955585096766,0.0,-9.649567031051111
0.36800000000000027,0.00019116701448109328,-3.5894451255407276,0.0,-9.648719575211466
0.36900000000000027,0.00019174908031104748,-3.599093845115939,0.0,-9.647869912802095
0.3700000000000003,0.00019233170310605142,-3.608741715028741,0.0,-9.64701804461909
0.3710000000000003,0.0001929148850667088,-3.6183887330733597,0.0,-9.646163971460505
0.3720000000000003,0.00019349862840919958,-3.62803489704482,0.0,-9.645307694126355
0.3730000000000003,0.00019408293535122452,-3.6376802047389467,0.0,-9.644449213418618
0.3740000000000003,0.00019466780812042156,-3.6473246539523654,0.0,-9.643588530141223
0.3750000000000003,0.00019525324894639374,-3.6569682424825065,0.0,-9.642725645100061
